dataset,size,r2_mean,r2_std,repeats,seed
era5_daily,102982,0.5447841946275088,0.002027234127582131,3,42
era5_daily,100000,0.5476454744855151,0.0010555196352383981,3,42
era5_daily,50000,0.5423079883596131,0.0057470634437138055,3,42
era5_daily,10000,0.5244201606368012,0.01171331209886869,3,42
era5_daily,5000,0.4877907122835248,0.04076459692613134,3,42
era5_daily,1000,0.41131761670127204,0.038261668720199093,3,42
